"""0.00"""
"""0.00"""
"""0.00"""
"""57.14"""
"""35.50"""
"""0.00"""
"""0.00"""
"""0.00"""
"""0.00"""
"""0.00"""
"55;""test7"";;;""0"";""0"";""ea3243132d653b39025a944e70f3ecdf70ee3994"";""shawi3333+5@gmail.com"";""1"";""8b6660e7334135816634f9c48718d792"";""0.00"""
"56;""test8"";;;""0"";""0"";""d03f9d34194393019e6d12d7c942827ebd694443"";""shawi3333+8@gmail.com"";""1"";""a07ae9fd219798f4921ebfe12c905d19"";""0.00"""
"57;""test9"";;;""0"";""0"";""53d525836cc96d089a5a4218b464fda532f7debe"";""shawi3333+9@gmail.com"";""0"";""58f004ed04a92bde1867e1f95971f5cc"";""0.00"""
"58;""test10"";;;""0"";""0"";""168f4029f416ee06565f12e697dfc1534ae69d32"";""shawi3333+10@gmail.com"";""0"";""e6dc17ba73f8c0ede54a8d5abd9070ed"";""0.00"""
"59;""test11"";;;""0"";""0"";""100c4e57374fc998e57164d4c0453bd3a4876a58"";""shawi3333+11@gmail.com"";""0"";""200fb6c7d35524e45fb800e22264dc7e"";""0.00"""
"60;""test12"";;;""0"";""0"";""4ff1a33e188b7b86123d6e3be2722a23514a83b4"";""shawi3333+12@gmail.com"";""0"";""0be68a0d22ec7543256361b84b2b7b48"";""0.00"""
"61;""test13"";;;""0"";""0"";""d804cd9cc0c42b0652bab002f67858ab803c40c6"";""shawi3333+13@gmail.com"";""0"";""fc93aa3da909813bf660571701112bb6"";""0.00"""
"62;""test14"";;;""0"";""0"";""c76d90465d8ba96e138c5ddd4be357842b2e496c"";""shawi3333+14@gmail.com"";""0"";""41a3bb072debae759d4c48f69b055d3c"";""0.00"""
"63;""test20"";""Sarah"";;""0"";""0"";""57e5a4df68387d1d97210cf40c41104ce9256cf6"";""shawi3333@gmail.com"";""0"";""c14094bab32128c8934c0b5e4812777f"";""68.75"""
"64;""test100"";;;""0"";""0"";""7acd2fb8281ae917f1598f02175a60c7f52516bf"";""shawi3333+1@gmail.com"";""0"";""16a5af152dc8eae7b0d3c97aede3552a"";""24.61"""
"65;""test200"";;;""0"";""0"";""71d6dcd94e3316111603f027bb4c71a8bcc80abd"";""shawi3333+20@gmail.com"";""0"";""b0504ea1efbd06522df00c5f183073a6"";""0.00"""
"66;""test159"";;;""0"";""0"";""551754d8edad5a2fe2a67d8c584e6de06dbc2ce9"";""shawi3333+159@gmail.com"";""1"";""a866ada1e3da209c6c07c509ddd1d302"";""0.00"""
"67;""test160"";;;""0"";""0"";""e7b3be361a91b968124b78f84ef768957764b26f"";""shawi3333+160@gmail.com"";""0"";""8ec6e688c747f581b2fc434f9f8be195"";""0.00"""
"68;""test161"";;;""0"";""0"";""d232dfbe4513aa2ff6a2dd24f39ff7f67ea14d5d"";""shawi3333+161@gmail.com"";""0"";""47d2045139945662debe0e9d654c62c6"";""0.00"""
"69;""test163"";;;""0"";""0"";""1374c20d8fe848616b1ba5b4f1884f00f557f81a"";""shawi3333+163@gmail.com"";""0"";""9084d4288a592820d46a7b5a51b3a2c9"";""0.00"""
"70;""test162"";;;""0"";""0"";""7e28ce8115ebb5be5f0f6627071b534f1d60fad4"";""shawi3333+162@gmail.com"";""0"";""6f60f397f36b87db60653337f362545c"";""0.00"""
"71;""test165"";;;""0"";""0"";""22ba253d41cdfea1ff32428d031279dbbf40a665"";""shawi3333+165@gmail.com"";""0"";""fe752686dc47f564ddeaba7e4276a315"";""0.00"""
"72;""test170"";;;""0"";""0"";""619e4dc558236110a6e773762e458f2e1a3da970"";""shawi3333+170@gmail.com"";""0"";""2f2b99884d6323f060a7d4070faac410"";""0.00"""
"73;""test180"";;;""0"";""0"";""a15f59d3eb58f1029ccb0a2646d24a3c8a917c29"";""shawi3333+180@gmail.com"";""0"";""2d6ed113b96362d8b560dd7a95d9989a"";""0.00"""
"74;""test181"";;;""0"";""0"";""8e3356790f84402bda95cca9b46fe4b8d8d01e3f"";""shawi3333+181@gmail.com"";""0"";""36be1e596449b7a027e3a43a4cea19a0"";""0.00"""
"75;""test182"";;;""0"";""0"";""a19c3ea08bd1aede544ae465d3799f46d31dd9b7"";""shawi3333+182@gmail.com"";""1"";""2d1979e439010f2debc062dd1ebefbb5"";""0.00"""
"76;""test190"";;;""0"";""0"";""06587144b7eefa0a96389e4edc25db495a24a2cc"";""shawi3333+190@gmail.com"";""0"";""3d8a7afee0a93819b7a912b3e113da36"";""0.00"""
"77;""test191"";;;""0"";""0"";""26722c1c23e2ab91a5668f711753be9d8a1f6992"";""shawi3333+191@gmail.com"";""1"";""165dd9aa696dc2437e93157ff456058f"";""0.00"""
